# Estate surface temperature export. Three-hourly, degrees Celsius.
# Basin Met Cell. Summer season only (1 Jun to 30 Sep) for each year held.
# EXERCISE NORTHWIND SHELF - TRAINING SYNTHETIC. All stations, assets and readings are invented.
sensor_id,asset,date,hour_utc,surface_temp_c
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-07,1200,33.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-07,1500,38.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-07,1800,30.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-07,2100,21.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-08,0000,13.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-08,0300,11.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-08,0600,12.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-08,0900,21.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-08,1200,30.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-08,1500,35.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-08,1800,27.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-08,2100,18.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-09,0000,12.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-09,0300,10.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-09,0600,11.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-09,0900,20.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-09,1200,29.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-09,1500,34.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-09,1800,26.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-09,2100,17.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-10,0000,15.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-10,0300,13.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-10,0600,14.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-10,0900,23.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-10,1200,32.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-10,1500,37.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-10,1800,29.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-10,2100,20.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-11,0000,14.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-11,0300,12.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-11,0600,13.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-11,0900,22.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-11,1200,31.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-11,1500,36.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-11,1800,28.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-11,2100,19.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-12,0000,10.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-12,0300,8.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-12,0600,9.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-12,0900,18.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-12,1200,27.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-12,1500,32.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-12,1800,24.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-12,2100,15.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-13,0000,15.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-13,0300,13.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-13,0600,14.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-13,0900,23.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-13,1200,32.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-13,1500,37.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-13,1800,29.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-13,2100,20.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-14,0000,13.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-14,0300,11.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-14,0600,12.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-14,0900,21.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-14,1200,30.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-14,1500,35.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-14,1800,27.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-14,2100,18.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-15,0000,16.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-15,0300,14.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-15,0600,15.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-15,0900,24.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-15,1200,33.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-15,1500,38.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-15,1800,30.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-15,2100,21.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-16,0000,11.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-16,0300,9.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-16,0600,10.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-16,0900,19.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-16,1200,28.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-16,1500,33.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-16,1800,25.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-16,2100,16.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-17,0000,14.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-17,0300,12.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-17,0600,13.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-17,0900,22.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-17,1200,31.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-17,1500,36.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-17,1800,28.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-17,2100,19.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-18,0000,15.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-18,0300,13.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-18,0600,14.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-18,0900,23.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-18,1200,32.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-18,1500,37.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-18,1800,29.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-18,2100,20.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-19,0000,12.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-19,0300,10.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-19,0600,11.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-19,0900,20.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-19,1200,29.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-19,1500,34.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-19,1800,26.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-19,2100,17.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-20,0000,13.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-20,0300,11.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-20,0600,12.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-20,0900,21.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-20,1200,30.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-20,1500,35.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-20,1800,27.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-20,2100,18.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-21,0000,16.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-21,0300,14.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-21,0600,15.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-21,0900,24.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-21,1200,33.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-21,1500,38.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-21,1800,30.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-21,2100,21.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-22,0000,11.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-22,0300,9.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-22,0600,10.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-22,0900,19.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-22,1200,28.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-22,1500,33.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-22,1800,25.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-22,2100,16.6
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-23,0000,14.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-23,0300,12.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-23,0600,13.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-23,0900,22.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-23,1200,31.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-23,1500,36.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-23,1800,28.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-23,2100,19.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-24,0000,14.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-24,0300,12.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-24,0600,13.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-24,0900,22.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-24,1200,31.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-24,1500,36.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-24,1800,28.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-24,2100,19.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-25,0000,11.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-25,0300,9.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-25,0600,10.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-25,0900,19.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-25,1200,28.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-25,1500,33.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-25,1800,25.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-25,2100,16.0
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-26,0000,16.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-26,0300,14.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-26,0600,15.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-26,0900,24.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-26,1200,33.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-26,1500,38.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-26,1800,30.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-26,2100,21.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-27,0000,13.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-27,0300,11.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-27,0600,12.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-27,0900,21.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-27,1200,30.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-27,1500,35.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-27,1800,27.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-27,2100,18.2
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-28,0000,15.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-28,0300,13.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-28,0600,14.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-28,0900,23.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-28,1200,32.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-28,1500,37.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-28,1800,29.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-28,2100,20.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-29,0000,12.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-29,0300,10.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-29,0600,11.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-29,0900,20.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-29,1200,29.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-29,1500,34.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-29,1800,26.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-29,2100,17.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-30,0000,13.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-30,0300,11.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-30,0600,12.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-30,0900,21.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-30,1200,30.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-30,1500,35.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-30,1800,27.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-06-30,2100,18.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-01,0000,16.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-01,0300,14.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-01,0600,15.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-01,0900,24.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-01,1200,33.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-01,1500,38.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-01,1800,30.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-01,2100,21.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-02,0000,15.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-02,0300,13.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-02,0600,14.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-02,0900,23.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-02,1200,32.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-02,1500,37.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-02,1800,29.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-02,2100,20.3
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-03,0000,18.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-03,0300,16.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-03,0600,17.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-03,0900,26.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-03,1200,35.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-03,1500,40.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-03,1800,32.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-03,2100,23.8
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-04,0000,15.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-04,0300,13.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-04,0600,14.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-04,0900,23.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-04,1200,32.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-04,1500,37.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-04,1800,29.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-04,2100,20.7
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-05,0000,17.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-05,0300,15.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-05,0600,16.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-05,0900,25.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-05,1200,34.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-05,1500,39.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-05,1800,31.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-05,2100,22.9
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-06,0000,14.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-06,0300,12.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-06,0600,13.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-06,0900,22.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-06,1200,31.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-06,1500,36.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-06,1800,28.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-06,2100,19.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-07,0000,19.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-07,0300,17.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-07,0600,18.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-07,0900,27.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-07,1200,36.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-07,1500,41.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-07,1800,33.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-07,2100,24.5
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-08,0000,16.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-08,0300,14.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-08,0600,15.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-08,0900,24.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-08,1200,33.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-08,1500,38.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-08,1800,30.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-08,2100,21.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-09,0000,15.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-09,0300,13.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-09,0600,14.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-09,0900,23.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-09,1200,32.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-09,1500,37.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-09,1800,29.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-09,2100,20.1
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-10,0000,18.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-10,0300,16.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-10,0600,17.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-10,0900,26.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-10,1200,35.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-10,1500,40.4
SLW-DECK-02,"Selwyn Bridge, mid-span north lane",2024-07-10,1800,32.4
