# Basin gauge series. Daily mean stage, metres above station datum.
# Basin Hydrology Cell. Observed rows to 2026-08-22; forecast rows 2026-09-01 to 2026-12-31. No rows for 23 to 31 August 2026.
# EXERCISE NORTHWIND SHELF - TRAINING SYNTHETIC. All stations, assets and readings are invented.
station_id,station_name,date,gauge_m,basis,quality
SEL-01,Upper Selwyn at Marrow,2022-08-04,1.85,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-05,2.08,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-06,1.94,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-07,1.88,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-08,2.03,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-09,1.98,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-10,1.82,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-11,2.02,observed,estimated
SEL-01,Upper Selwyn at Marrow,2022-08-12,1.92,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-13,2.07,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-14,1.87,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-15,1.99,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-16,2.04,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-17,1.90,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-18,1.95,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-19,2.06,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-20,1.86,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-21,1.97,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-22,2.00,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-23,1.83,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-24,2.09,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-25,1.93,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-26,2.03,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-27,1.89,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-28,1.96,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-29,1.96,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-30,1.89,observed,good
SEL-01,Upper Selwyn at Marrow,2022-08-31,2.05,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-01,2.26,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-02,2.39,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-03,2.26,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-04,2.52,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-05,2.41,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-06,2.38,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-07,2.56,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-08,2.54,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-09,2.41,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-10,2.64,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-11,2.57,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-12,2.75,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-13,2.58,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-14,2.73,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-15,2.81,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-16,2.70,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-17,2.78,observed,estimated
SEL-01,Upper Selwyn at Marrow,2022-09-18,2.92,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-19,2.75,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-20,2.89,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-21,2.95,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-22,2.81,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-23,3.10,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-24,2.97,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-25,3.10,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-26,2.99,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-27,3.09,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-28,3.12,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-29,3.08,observed,good
SEL-01,Upper Selwyn at Marrow,2022-09-30,3.27,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-01,2.76,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-02,2.86,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-03,2.70,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-04,2.93,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-05,2.79,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-06,2.73,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-07,2.88,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-08,2.83,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-09,2.67,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-10,2.87,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-11,2.77,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-12,2.92,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-13,2.72,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-14,2.84,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-15,2.89,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-16,2.75,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-17,2.80,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-18,2.91,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-19,2.71,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-20,2.82,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-21,2.85,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-22,2.68,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-23,2.94,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-24,2.78,observed,estimated
SEL-01,Upper Selwyn at Marrow,2022-10-25,2.88,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-26,2.74,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-27,2.81,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-28,2.81,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-29,2.74,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-30,2.90,observed,good
SEL-01,Upper Selwyn at Marrow,2022-10-31,2.76,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-01,2.51,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-02,2.35,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-03,2.58,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-04,2.44,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-05,2.38,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-06,2.53,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-07,2.48,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-08,2.32,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-09,2.52,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-10,2.42,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-11,2.57,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-12,2.37,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-13,2.49,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-14,2.54,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-15,2.40,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-16,2.45,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-17,2.56,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-18,2.36,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-19,2.47,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-20,2.50,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-21,2.33,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-22,2.59,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-23,2.43,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-24,2.53,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-25,2.39,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-26,2.46,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-27,2.46,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-28,2.39,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-29,2.55,observed,good
SEL-01,Upper Selwyn at Marrow,2022-11-30,2.41,observed,estimated
SEL-01,Upper Selwyn at Marrow,2022-12-01,2.11,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-02,1.95,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-03,2.18,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-04,2.04,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-05,1.98,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-06,2.13,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-07,2.08,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-08,1.92,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-09,2.12,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-10,2.02,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-11,2.17,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-12,1.97,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-13,2.09,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-14,2.14,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-15,2.00,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-16,2.05,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-17,2.16,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-18,1.96,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-19,2.07,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-20,2.10,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-21,1.93,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-22,2.19,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-23,2.03,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-24,2.13,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-25,1.99,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-26,2.06,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-27,2.06,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-28,1.99,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-29,2.15,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-30,2.01,observed,good
SEL-01,Upper Selwyn at Marrow,2022-12-31,2.11,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-01,1.48,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-02,1.71,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-03,1.57,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-04,1.51,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-05,1.66,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-06,1.61,observed,estimated
SEL-01,Upper Selwyn at Marrow,2023-01-07,1.45,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-08,1.65,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-09,1.55,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-10,1.70,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-11,1.50,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-12,1.62,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-13,1.67,observed,good
SEL-01,Upper Selwyn at Marrow,2023-01-14,1.53,observed,good
